producto_id,nombre_producto,categoria,precio_base
800,Producto_816,Abarrotes,318.78
801,Producto_817,Salud,100.49
802,Producto_818,Hogar,454.39
803,Producto_819,Ropa,235.15
804,Producto_820,Electrónica,86.36
805,Producto_821,Abarrotes,311.69
806,Producto_822,Salud,404.09
807,Producto_823,Abarrotes,432.38
808,Producto_824,Ropa,244.86
809,Producto_825,Ropa,287.85
810,Producto_826,Ropa,79.78
811,Producto_827,Abarrotes,408.21
812,Producto_828,Hogar,119.34
813,Producto_829,Abarrotes,364.03
814,Producto_830,Hogar,5.82
815,Producto_831,Electrónica,274.09
816,Producto_832,Ropa,259.43
817,Producto_834,Hogar,74.97
818,Producto_835,Abarrotes,158.61
819,Producto_836,Hogar,385.86
820,Producto_837,Salud,205.39
821,Producto_838,Hogar,121.61
822,Producto_839,Salud,399.74
823,Producto_840,Electrónica,94.51
824,Producto_841,Salud,301.42
825,Producto_842,Hogar,59.59
826,Producto_843,Electrónica,274.84
827,Producto_844,Abarrotes,410.53
828,Producto_845,Hogar,261.56
829,Producto_846,Hogar,202.81
830,Producto_847,Salud,306.46
831,Producto_848,Salud,88.69
832,Producto_849,Electrónica,132.82
833,Producto_850,Salud,206.59
834,Producto_851,Electrónica,38.12
835,Producto_852,Ropa,366.54
836,Producto_853,Ropa,300.8
837,Producto_854,Hogar,226.82
838,Producto_855,Electrónica,497.97
839,Producto_856,Hogar,314.6
840,Producto_857,Hogar,476.93
841,Producto_858,Hogar,119.67
842,Producto_859,Salud,104.18
843,Producto_860,Abarrotes,40.79
844,Producto_861,Hogar,335.93
845,Producto_862,Salud,476.6
846,Producto_863,Abarrotes,344.9
847,Producto_864,Salud,147.5
848,Producto_865,Ropa,133.45
849,Producto_866,Electrónica,170.32
850,Producto_867,Ropa,261.69
851,Producto_868,Abarrotes,319.36
852,Producto_869,Ropa,332.86
853,Producto_870,Electrónica,84.5
854,Producto_871,Hogar,113.84
855,Producto_872,Salud,67.42
856,Producto_873,Ropa,368.52
857,Producto_874,Abarrotes,417.11
858,Producto_875,Hogar,39.96
859,Producto_876,Hogar,259.75
860,Producto_877,Electrónica,454.46
861,Producto_878,Ropa,467.91
862,Producto_879,Ropa,26.71
863,Producto_880,Salud,52.99
864,Producto_881,Salud,272.16
865,Producto_882,Hogar,312.83
866,Producto_883,Salud,423.53
867,Producto_884,Ropa,18.75
868,Producto_885,Electrónica,126.6
869,Producto_886,Ropa,177.84
870,Producto_887,Salud,352.05
871,Producto_888,Abarrotes,366.4
872,Producto_889,Hogar,28.75
873,Producto_890,Abarrotes,94.3
874,Producto_891,Ropa,332.52
875,Producto_892,Abarrotes,232.59
876,Producto_893,Hogar,166.38
877,Producto_894,Electrónica,263.63
878,Producto_895,Salud,305.92
879,Producto_896,Ropa,61.58
880,Producto_897,Ropa,436.71
881,Producto_898,Hogar,389.33
882,Producto_899,Hogar,254.9
883,Producto_900,Salud,109.92
884,Producto_901,Salud,176.56
885,Producto_902,Ropa,462.81
886,Producto_903,Abarrotes,406.51
887,Producto_904,Salud,191.56
888,Producto_905,Salud,172.88
889,Producto_906,Abarrotes,189.15
890,Producto_907,Salud,75.65
891,Producto_908,Abarrotes,270.46
892,Producto_909,Electrónica,192.49
893,Producto_910,Salud,260.58
894,Producto_911,Hogar,85.53
895,Producto_912,Electrónica,299.1
896,Producto_913,Hogar,185.36
897,Producto_914,Hogar,245.93
898,Producto_915,Ropa,483.49
899,Producto_916,Ropa,199.04
900,Producto_917,Ropa,262.21
901,Producto_918,Hogar,439.46
902,Producto_919,Salud,380.74
903,Producto_920,Abarrotes,479.4
904,Producto_921,Ropa,356.98
905,Producto_922,Ropa,329.52
906,Producto_923,Electrónica,16.94
907,Producto_924,Salud,398.51
908,Producto_925,Abarrotes,87.4
909,Producto_926,Abarrotes,115.49
910,Producto_928,Abarrotes,197.55
911,Producto_929,Abarrotes,397.89
912,Producto_930,Abarrotes,8.44
913,Producto_931,Ropa,2595.85
914,Producto_932,Abarrotes,11.59
915,Producto_933,Salud,256.79
916,Producto_934,Abarrotes,35.31
917,Producto_935,Ropa,247.42
918,Producto_936,Ropa,137.58
919,Producto_937,Hogar,331.2
920,Producto_938,Abarrotes,122.48
921,Producto_939,Salud,123.27
922,Producto_940,Hogar,167.44
923,Producto_942,Abarrotes,266.38
924,Producto_943,Hogar,234.77
925,Producto_944,Salud,369.78
926,Producto_945,Salud,392.58
927,Producto_946,Salud,225.24
928,Producto_947,Salud,146.63
929,Producto_948,Ropa,153.2
930,Producto_949,Abarrotes,402.02
931,Producto_950,Salud,44.95
932,Producto_951,Hogar,346.38
933,Producto_952,Hogar,255.26
934,Producto_953,Abarrotes,7.77
935,Producto_954,Abarrotes,99.83
936,Producto_955,Electrónica,278.87
937,Producto_956,Hogar,248.23
938,Producto_957,Hogar,163.43
939,Producto_958,Ropa,384.54
940,Producto_959,Electrónica,147.24
941,Producto_960,Electrónica,239.09
942,Producto_961,Electrónica,259.06
943,Producto_962,Salud,46.04
944,Producto_963,Ropa,305.43
945,Producto_964,Hogar,63.24
946,Producto_965,Salud,277.09
947,Producto_966,Electrónica,390.72
948,Producto_967,Abarrotes,139.34
949,Producto_968,Hogar,211.9
950,Producto_969,Salud,174.08
951,Producto_970,Electrónica,424.47
952,Producto_971,Abarrotes,195.0
953,Producto_972,Electrónica,156.81
954,Producto_973,Ropa,132.35
955,Producto_974,Abarrotes,388.05
956,Producto_975,Salud,187.25
957,Producto_976,Ropa,443.47
958,Producto_977,Hogar,86.12
959,Producto_978,Abarrotes,443.18
960,Producto_979,Electrónica,230.95
961,Producto_980,Abarrotes,73.46
962,Producto_981,Electrónica,56.51
963,Producto_982,Abarrotes,253.32
964,Producto_983,Salud,324.98
965,Producto_984,Abarrotes,453.31
966,Producto_985,Salud,397.96
967,Producto_986,Ropa,433.35
968,Producto_987,Salud,156.07
969,Producto_988,Electrónica,6.47
970,Producto_989,Abarrotes,171.99
971,Producto_990,Ropa,67.19
972,Producto_991,Ropa,291.31
973,Producto_992,Hogar,319.41
974,Producto_993,Hogar,109.74
975,Producto_994,Hogar,236.2
976,Producto_995,Abarrotes,290.8
977,Producto_996,Hogar,403.24
978,Producto_997,Hogar,259.81
979,Producto_998,Electrónica,404.36
980,Producto_999,Ropa,115.24
